index,type,name,resident,streamed,parentStack
206,material,ei/gfx_smk_billow_sm_anim_lit,68,0,|player/fx_plyr_slide_3p_dust_dirt|fx|player_slide_left_foot|surfacefxtable|pbt_zm_dempsey|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
207,fx,player/fx_plyr_jump_dust,3872,0,|player_jump_start|surfacefxtable|pbt_zm_dempsey|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
208,fx,player/fx_plyr_jump_dust_dirt,1888,0,|player_jump_start|surfacefxtable|pbt_zm_dempsey|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
209,surfacefxtable,player_jump_start,18,0,|pbt_zm_dempsey|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
210,fx,player/fx_plyr_slide_3p_dust,2878,0,|player_slide_left_foot|surfacefxtable|pbt_zm_dempsey|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
211,fx,player/fx_plyr_slide_3p_dust_dirt,2696,0,|player_slide_left_foot|surfacefxtable|pbt_zm_dempsey|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
212,surfacefxtable,player_slide_left_foot,23,0,|pbt_zm_dempsey|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
213,techset,ei/effect_lit_specular_blend#2843f95a,319241,0,|ei/gfx_gel_drops_full_lite_spec|material|player/fx_plyr_water_splash_md|fx|pbt_zm_dempsey|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
214,image,fxt_water_bubble_single_anim_n,699151,0,|ei/gfx_water_bubble_single_anim_spec|material|player/fx_plyr_swim_bubbles_body|fx|pbt_zm_dempsey|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
215,image,fxt_water_bubble_single_anim,2796317,0,|ei/gfx_water_bubble_single_anim_spec|material|player/fx_plyr_swim_bubbles_body|fx|pbt_zm_dempsey|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
216,material,ei/gfx_water_bubble_single_anim_spec,1516,0,|player/fx_plyr_swim_bubbles_body|fx|pbt_zm_dempsey|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
217,techset,ei/effect_distortion#2843f95a,161114,0,|ei/gfx_distort_heat|material|player/fx_plyr_swim_bubbles_body|fx|pbt_zm_dempsey|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
218,image,fxt_distort_heat,349617,0,|ei/gfx_distort_heat|material|player/fx_plyr_swim_bubbles_body|fx|pbt_zm_dempsey|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
219,material,ei/gfx_distort_heat,741,0,|player/fx_plyr_swim_bubbles_body|fx|pbt_zm_dempsey|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
220,image,fxt_water_bubbledeath_group2_anim_n,699268,0,|ei/gfx_water_bubbledeath_group2_anim_spec|material|player/fx_plyr_swim_bubbles_body|fx|pbt_zm_dempsey|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
221,image,fxt_water_bubbledeath_group2_anim,2796322,0,|ei/gfx_water_bubbledeath_group2_anim_spec|material|player/fx_plyr_swim_bubbles_body|fx|pbt_zm_dempsey|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
222,material,ei/gfx_water_bubbledeath_group2_anim_spec,1178,0,|player/fx_plyr_swim_bubbles_body|fx|pbt_zm_dempsey|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
223,fx,player/fx_plyr_swim_bubbles_body,10792,0,|pbt_zm_dempsey|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
224,image,fxt_water_splash_n,174851,0,|ei/gfx_water_splash_spec|material|player/fx_plyr_water_splash_md|fx|pbt_zm_dempsey|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
225,image,fxt_water_splash,699153,0,|ei/gfx_water_splash_spec|material|player/fx_plyr_water_splash_md|fx|pbt_zm_dempsey|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
226,material,ei/gfx_water_splash_spec,1940,0,|player/fx_plyr_water_splash_md|fx|pbt_zm_dempsey|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
227,image,fxt_gel_drops_n,21920,0,|ei/gfx_gel_drops_full_lite_spec|material|player/fx_plyr_water_splash_md|fx|pbt_zm_dempsey|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
228,image,fxt_gel_drops,87566,0,|ei/gfx_gel_drops_full_lite_spec|material|player/fx_plyr_water_splash_md|fx|pbt_zm_dempsey|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
229,material,ei/gfx_gel_drops_full_lite_spec,2210,0,|player/fx_plyr_water_splash_md|fx|pbt_zm_dempsey|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
230,material,ei/gfx_water_splash_low_anim_lit,72,0,|player/fx_plyr_water_splash_md|fx|pbt_zm_dempsey|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
231,fx,player/fx_plyr_water_splash_sm,4032,0,|pbt_zm_dempsey|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
232,fx,player/fx_plyr_water_splash_md,4032,0,|pbt_zm_dempsey|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
233,surfacesounddef,defaultplayerfootstep_prone_plr,32,0,|defaultplayerfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
234,surfacesounddef,defaultplayerfootstep_crouch_walk_plr,38,0,|defaultplayerfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
235,surfacesounddef,defaultplayerfootstep_crouch_run_plr,37,0,|defaultplayerfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
236,surfacesounddef,defaultplayerfootstep_walk_plr,31,0,|defaultplayerfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
237,surfacesounddef,defaultplayerfootstep_run_plr,30,0,|defaultplayerfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
238,surfacesounddef,defaultplayerfootstep_sprint_plr,33,0,|defaultplayerfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
239,surfacesounddef,defaultplayerfootstep_ladder_hand_plr,38,0,|defaultplayerfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
240,footsteptable,defaultplayerfootstep,22,0,|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
241,surfacesounddef,defaultplayerquietfootstep_prone_plr,37,0,|defaultplayerquietfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
242,surfacesounddef,defaultplayerquietfootstep_crouch_walk_plr,43,0,|defaultplayerquietfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
243,surfacesounddef,defaultplayerquietfootstep_crouch_run_plr,42,0,|defaultplayerquietfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
244,surfacesounddef,defaultplayerquietfootstep_walk_plr,36,0,|defaultplayerquietfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
245,surfacesounddef,defaultplayerquietfootstep_run_plr,35,0,|defaultplayerquietfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
246,surfacesounddef,defaultplayerquietfootstep_sprint_plr,38,0,|defaultplayerquietfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
247,surfacesounddef,defaultplayerquietfootstep_ladder_hand_plr,43,0,|defaultplayerquietfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
248,footsteptable,defaultplayerquietfootstep,27,0,|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
249,surfacesounddef,defaultnpcfootstep_prone_npc,29,0,|defaultnpcfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
250,surfacesounddef,defaultnpcfootstep_crouch_walk_npc,35,0,|defaultnpcfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
251,surfacesounddef,defaultnpcfootstep_crouch_run_npc,34,0,|defaultnpcfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
252,surfacesounddef,defaultnpcfootstep_walk_npc,28,0,|defaultnpcfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
253,surfacesounddef,defaultnpcfootstep_run_npc,27,0,|defaultnpcfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
254,surfacesounddef,defaultnpcfootstep_sprint_npc,30,0,|defaultnpcfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
255,surfacesounddef,defaultnpcfootstep_ladder_hand_npc,35,0,|defaultnpcfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
256,footsteptable,defaultnpcfootstep,19,0,|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
257,surfacesounddef,defaultnpcloudfootstep_prone_npc,33,0,|defaultnpcloudfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
258,surfacesounddef,defaultnpcloudfootstep_crouch_walk_npc,39,0,|defaultnpcloudfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
259,surfacesounddef,defaultnpcloudfootstep_crouch_run_npc,38,0,|defaultnpcloudfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
260,surfacesounddef,defaultnpcloudfootstep_walk_npc,32,0,|defaultnpcloudfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
261,surfacesounddef,defaultnpcloudfootstep_run_npc,31,0,|defaultnpcloudfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
262,surfacesounddef,defaultnpcloudfootstep_sprint_npc,34,0,|defaultnpcloudfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
263,surfacesounddef,defaultnpcloudfootstep_ladder_hand_npc,39,0,|defaultnpcloudfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
264,footsteptable,defaultnpcloudfootstep,23,0,|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
265,surfacesounddef,defaultnpcquietfootstep_prone_npc,34,0,|defaultnpcquietfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
266,surfacesounddef,defaultnpcquietfootstep_crouch_walk_npc,40,0,|defaultnpcquietfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
267,surfacesounddef,defaultnpcquietfootstep_crouch_run_npc,39,0,|defaultnpcquietfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
268,surfacesounddef,defaultnpcquietfootstep_walk_npc,33,0,|defaultnpcquietfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
269,surfacesounddef,defaultnpcquietfootstep_run_npc,32,0,|defaultnpcquietfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
270,surfacesounddef,defaultnpcquietfootstep_sprint_npc,35,0,|defaultnpcquietfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
271,surfacesounddef,defaultnpcquietfootstep_ladder_hand_npc,40,0,|defaultnpcquietfootstep|footsteptable|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
272,footsteptable,defaultnpcquietfootstep,24,0,|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
273,xanim,pb_rifle_endgame_2ndplace_idle,87044,0,|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
274,xanim,pb_rifle_endgame_3rdplace_idle,89665,0,|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
275,xanim,pb_rifle_endgame_1stplace_idle,65819,0,|pbt_ba_izuna|playerbodytype|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
276,xmodel,c_zom_der_dempsey_mpc_fb,3467,0,|zone_source/core_mod.zone|csv
277,xmodelmesh,t7_ba_hare_viewhands8f5418f,504,423968,|c_zom_der_dempsey_viewhands|xmodel|zone_source/core_mod.zone|csv
278,xmodel,c_zom_der_dempsey_viewhands,6020,0,|zone_source/core_mod.zone|csv
279,xmodelmesh,t7_ba_hare_viewlegsee028eb0,808,1265664,|c_zom_der_dempsey_viewlegs|xmodel|zone_source/core_mod.zone|csv
280,xmodel,c_zom_der_dempsey_viewlegs,2668,0,|zone_source/core_mod.zone|csv
281,xmodelmesh,t7_ba_hare_viewbodybdd19cf3,808,1468224,|c_zom_der_dempsey_viewbody|xmodel|zone_source/core_mod.zone|csv
282,xmodel,c_zom_der_dempsey_viewbody,8980,0,|zone_source/core_mod.zone|csv
283,xmodel,c_zom_dlc3_dempsey_mpc_fb,3468,0,|zone_source/core_mod.zone|csv
284,techset,mc/lit_transparent#e6142445,833200,0,|mc/global_invisible|material|tag_origin|xmodel|default|playerhead|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
285,material,mc/global_invisible,1180,0,|tag_origin|xmodel|default|playerhead|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
286,xmodelmesh,tag_origin712ed15b,1040,0,|tag_origin|xmodel|default|playerhead|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
287,xmodel,tag_origin,144,0,|default|playerhead|zm_character_customization_zmhd|customizationtable|zone_source/core_mod.zone|csv
288,image,i_t7_ba_minori_hair_c,54,1415120,|mc/mtl_t7_ba_minori_hair|material|c_zom_dlc3_nikolai_cin_fb|xmodel|zone_source/core_mod.zone|csv
289,material,mc/mtl_t7_ba_minori_hair,858,0,|c_zom_dlc3_nikolai_cin_fb|xmodel|zone_source/core_mod.zone|csv
290,image,i_t7_ba_minori_face_c,278,1441792,|mc/mtl_t7_ba_minori_face|material|c_zom_dlc3_nikolai_cin_fb|xmodel|zone_source/core_mod.zone|csv
291,material,mc/mtl_t7_ba_minori_face,858,0,|c_zom_dlc3_nikolai_cin_fb|xmodel|zone_source/core_mod.zone|csv
292,image,i_t7_ba_minori_body_c,278,5636096,|mc/mtl_t7_ba_minori_body|material|c_zom_dlc3_nikolai_cin_fb|xmodel|zone_source/core_mod.zone|csv
293,material,mc/mtl_t7_ba_minori_body,858,0,|c_zom_dlc3_nikolai_cin_fb|xmodel|zone_source/core_mod.zone|csv
294,image,i_t7_ba_minori_extras_c,280,1441792,|mc/mtl_t7_ba_minori_extras|material|c_zom_dlc3_nikolai_cin_fb|xmodel|zone_source/core_mod.zone|csv
295,material,mc/mtl_t7_ba_minori_extras,1048,0,|c_zom_dlc3_nikolai_cin_fb|xmodel|zone_source/core_mod.zone|csv
296,image,i_t7_ba_minori_halo_c,1654,0,|mc/mtl_t7_ba_minori_halo|material|c_zom_dlc3_nikolai_cin_fb|xmodel|zone_source/core_mod.zone|csv
297,material,mc/mtl_t7_ba_minori_halo,858,0,|c_zom_dlc3_nikolai_cin_fb|xmodel|zone_source/core_mod.zone|csv
298,image,i_t7_ba_minori_clothes_c,185,1441792,|mc/mtl_t7_ba_minori_clothes|material|c_zom_dlc3_nikolai_cin_fb|xmodel|zone_source/core_mod.zone|csv
299,material,mc/mtl_t7_ba_minori_clothes,871,0,|c_zom_dlc3_nikolai_cin_fb|xmodel|zone_source/core_mod.zone|csv
300,image,i_t7_ba_minori_clothes_extra_c,287,393216,|mc/mtl_t7_ba_minori_clothes_extra|material|c_zom_dlc3_nikolai_cin_fb|xmodel|zone_source/core_mod.zone|csv
301,material,mc/mtl_t7_ba_minori_clothes_extra,881,0,|c_zom_dlc3_nikolai_cin_fb|xmodel|zone_source/core_mod.zone|csv
302,xmodelmesh,t7_ba_minori_fba03cfa58,1448,3400320,|c_zom_dlc3_nikolai_mpc_fb_nohat|xmodel|zone_source/core_mod.zone|csv
303,xmodel,c_zom_der_nikolai_mpc_fb,10100,0,|zone_source/core_mod.zone|csv
304,xmodelmesh,t7_ba_minori_viewhandsc133603,624,556880,|c_zom_der_nikolai_viewhands|xmodel|zone_source/core_mod.zone|csv
305,xmodel,c_zom_der_nikolai_viewhands,6672,0,|zone_source/core_mod.zone|csv
306,xmodelmesh,t7_ba_minori_viewlegsfc18de74,656,1105328,|c_zom_der_nikolai_viewlegs|xmodel|zone_source/core_mod.zone|csv
307,xmodel,c_zom_der_nikolai_viewlegs,9272,0,|zone_source/core_mod.zone|csv
308,xmodelmesh,t7_ba_minori_viewbody9d266a0e,896,1653296,|c_zom_der_nikolai_viewbody|xmodel|zone_source/core_mod.zone|csv
309,xmodel,c_zom_der_nikolai_viewbody,5384,0,|zone_source/core_mod.zone|csv
310,xmodel,c_zom_dlc3_nikolai_mpc_fb,3428,0,|zone_source/core_mod.zone|csv
311,image,i_t7_ba_hina_face_c,68,22382160,|mc/mtl_t7_ba_hina_face|material|c_zom_dlc3_richtofen_cin_fb|xmodel|zone_source/core_mod.zone|csv
312,material,mc/mtl_t7_ba_hina_face,1324,0,|c_zom_dlc3_richtofen_cin_fb|xmodel|zone_source/core_mod.zone|csv
313,image,i_t7_ba_hina_body_c,68,22413312,|mc/mtl_t7_ba_hina_body|material|c_zom_dlc3_richtofen_cin_fb|xmodel|zone_source/core_mod.zone|csv
314,material,mc/mtl_t7_ba_hina_body,1324,0,|c_zom_dlc3_richtofen_cin_fb|xmodel|zone_source/core_mod.zone|csv
315,image,i_t7_ba_hina_hair_c,276,5636096,|mc/mtl_t7_ba_hina_hair|material|c_zom_dlc3_richtofen_cin_fb|xmodel|zone_source/core_mod.zone|csv
316,material,mc/mtl_t7_ba_hina_hair,860,0,|c_zom_dlc3_richtofen_cin_fb|xmodel|zone_source/core_mod.zone|csv
317,image,i_t7_ba_hina_halo_c,68,5636096,|mc/mtl_t7_ba_hina_halo|material|c_zom_dlc3_richtofen_cin_fb|xmodel|zone_source/core_mod.zone|csv
318,material,mc/mtl_t7_ba_hina_halo,1324,0,|c_zom_dlc3_richtofen_cin_fb|xmodel|zone_source/core_mod.zone|csv
319,xmodelmesh,t7_ba_hina_fb8d02f600,1240,3972064,|c_zom_der_richtofen_mpc_fb|xmodel|zone_source/core_mod.zone|csv
320,xmodel,c_zom_der_richtofen_mpc_fb,5792,0,|zone_source/core_mod.zone|csv
321,xmodelmesh,t7_ba_hina_viewhands62fc6bb5,568,411328,|c_zom_der_richtofen_viewhands|xmodel|zone_source/core_mod.zone|csv
322,xmodel,c_zom_der_richtofen_viewhands,3560,0,|zone_source/core_mod.zone|csv
323,xmodelmesh,t7_ba_hina_viewlegs224c2684,664,1791232,|c_zom_der_richtofen_viewlegs|xmodel|zone_source/core_mod.zone|csv
324,xmodel,c_zom_der_richtofen_viewlegs,2632,0,|zone_source/core_mod.zone|csv
325,xmodelmesh,t7_ba_hina_viewbody78081225,792,2218208,|c_zom_der_richtofen_viewbody|xmodel|zone_source/core_mod.zone|csv
326,xmodel,c_zom_der_richtofen_viewbody,5352,0,|zone_source/core_mod.zone|csv
327,image,i_t7_ba_chise_halo_c,1653,0,|mc/mtl_t7_ba_chise_halo|material|c_zom_dlc3_takeo_cin_fb|xmodel|zone_source/core_mod.zone|csv
328,material,mc/mtl_t7_ba_chise_halo,851,0,|c_zom_dlc3_takeo_cin_fb|xmodel|zone_source/core_mod.zone|csv
329,image,i_t7_ba_chise_horns_c,182,1437568,|mc/mtl_t7_ba_chise_horns|material|c_zom_dlc3_takeo_cin_fb|xmodel|zone_source/core_mod.zone|csv
330,material,mc/mtl_t7_ba_chise_horns,858,0,|c_zom_dlc3_takeo_cin_fb|xmodel|zone_source/core_mod.zone|csv
331,image,i_t7_ba_chise_transparent_c,284,5636096,|mc/mtl_t7_ba_chise_transparent|material|c_zom_dlc3_takeo_cin_fb|xmodel|zone_source/core_mod.zone|csv
332,material,mc/mtl_t7_ba_chise_transparent,1060,0,|c_zom_dlc3_takeo_cin_fb|xmodel|zone_source/core_mod.zone|csv
333,image,i_t7_ba_chise_extras_c,279,5636096,|mc/mtl_t7_ba_chise_extras|material|c_zom_dlc3_takeo_cin_fb|xmodel|zone_source/core_mod.zone|csv
334,material,mc/mtl_t7_ba_chise_extras,1049,0,|c_zom_dlc3_takeo_cin_fb|xmodel|zone_source/core_mod.zone|csv
335,image,i_t7_ba_chise_body_c,277,5636096,|mc/mtl_t7_ba_chise_body|material|c_zom_dlc3_takeo_cin_fb|xmodel|zone_source/core_mod.zone|csv
336,material,mc/mtl_t7_ba_chise_body,859,0,|c_zom_dlc3_takeo_cin_fb|xmodel|zone_source/core_mod.zone|csv
337,image,i_t7_ba_chise_outfit_c,279,5636096,|mc/mtl_t7_ba_chise_outfit|material|c_zom_dlc3_takeo_cin_fb|xmodel|zone_source/core_mod.zone|csv
338,material,mc/mtl_t7_ba_chise_outfit,1049,0,|c_zom_dlc3_takeo_cin_fb|xmodel|zone_source/core_mod.zone|csv
339,image,i_t7_ba_chise_gloves_c,279,1441792,|mc/mtl_t7_ba_chise_gloves|material|c_zom_dlc3_takeo_cin_fb|xmodel|zone_source/core_mod.zone|csv
340,material,mc/mtl_t7_ba_chise_gloves,1049,0,|c_zom_dlc3_takeo_cin_fb|xmodel|zone_source/core_mod.zone|csv
341,image,i_t7_ba_chise_shoes_c,278,1441792,|mc/mtl_t7_ba_chise_shoes|material|c_zom_dlc3_takeo_cin_fb|xmodel|zone_source/core_mod.zone|csv
342,material,mc/mtl_t7_ba_chise_shoes,1050,0,|c_zom_dlc3_takeo_cin_fb|xmodel|zone_source/core_mod.zone|csv
343,image,i_t7_ba_chise_hair_c,277,5636096,|mc/mtl_t7_ba_chise_hair|material|c_zom_dlc3_takeo_cin_fb|xmodel|zone_source/core_mod.zone|csv
344,material,mc/mtl_t7_ba_chise_hair,859,0,|c_zom_dlc3_takeo_cin_fb|xmodel|zone_source/core_mod.zone|csv
345,image,i_t7_ba_chise_sleeves_c,280,5636096,|mc/mtl_t7_ba_chise_sleeves|material|c_zom_dlc3_takeo_cin_fb|xmodel|zone_source/core_mod.zone|csv
346,material,mc/mtl_t7_ba_chise_sleeves,856,0,|c_zom_dlc3_takeo_cin_fb|xmodel|zone_source/core_mod.zone|csv
347,image,i_t7_ba_chise_face_c,277,1441792,|mc/mtl_t7_ba_chise_face|material|c_zom_dlc3_takeo_cin_fb|xmodel|zone_source/core_mod.zone|csv
348,material,mc/mtl_t7_ba_chise_face,859,0,|c_zom_dlc3_takeo_cin_fb|xmodel|zone_source/core_mod.zone|csv
349,xmodelmesh,t7_ba_chise_fba9102e56,1920,4193520,|c_zom_dlc3_takeo_mpc_fb_nohat|xmodel|zone_source/core_mod.zone|csv
350,xmodel,c_zom_der_takeo_mpc_fb,5892,0,|zone_source/core_mod.zone|csv
351,xmodelmesh,t7_ba_chise_viewhands69ffeb09,496,512000,|c_zom_der_takeo_viewhands|xmodel|zone_source/core_mod.zone|csv
352,xmodel,c_zom_der_takeo_viewhands,3220,0,|zone_source/core_mod.zone|csv
353,image,i_t7_ba_chise_legs_extras_c,284,5649168,|mc/mtl_t7_ba_chise_legs_extras|material|c_zom_der_takeo_viewlegs|xmodel|zone_source/core_mod.zone|csv
354,material,mc/mtl_t7_ba_chise_legs_extras,1068,0,|c_zom_der_takeo_viewlegs|xmodel|zone_source/core_mod.zone|csv
355,image,i_t7_ba_chise_legs_outfit_c,284,5636096,|mc/mtl_t7_ba_chise_legs_outfit|material|c_zom_der_takeo_viewlegs|xmodel|zone_source/core_mod.zone|csv
356,material,mc/mtl_t7_ba_chise_legs_outfit,1060,0,|c_zom_der_takeo_viewlegs|xmodel|zone_source/core_mod.zone|csv
357,xmodelmesh,t7_ba_chise_viewlegsf4727faf,616,1381168,|c_zom_der_takeo_viewlegs|xmodel|zone_source/core_mod.zone|csv
358,xmodel,c_zom_der_takeo_viewlegs,2220,0,|zone_source/core_mod.zone|csv
359,xmodelmesh,t7_ba_chise_viewbodyebc03801,1256,1656240,|c_zom_der_takeo_viewbody|xmodel|zone_source/core_mod.zone|csv
360,xmodel,c_zom_der_takeo_viewbody,9344,0,|zone_source/core_mod.zone|csv
361,xmodel,c_zom_dlc3_takeo_mpc_fb,3488,0,|zone_source/core_mod.zone|csv
362,image,i_t7_ba_momoi_body_c,277,22390560,|mc/mtl_t7_ba_momoi_body|material|c_t7_dlchd_dempsey_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
363,material,mc/mtl_t7_ba_momoi_body,863,0,|c_t7_dlchd_dempsey_waw_viewlegs|xmodel|zone_source/core_mod.zone|csv
364,image,i_t7_ba_momoi_etc_c,276,22413312,|mc/mtl_t7_ba_momoi_etc|material|c_t7_zm_dlchd_moon_pressuresuit_dempsey_mpc|xmodel|zone_source/core_mod.zone|csv
365,material,mc/mtl_t7_ba_momoi_etc,860,0,|c_t7_zm_dlchd_moon_pressuresuit_dempsey_mpc|xmodel|zone_source/core_mod.zone|csv
366,image,i_t7_ba_momoi_hair_c,277,22413312,|mc/mtl_t7_ba_momoi_hair|material|c_t7_zm_dlchd_moon_pressuresuit_dempsey_mpc|xmodel|zone_source/core_mod.zone|csv
367,material,mc/mtl_t7_ba_momoi_hair,859,0,|c_t7_zm_dlchd_moon_pressuresuit_dempsey_mpc|xmodel|zone_source/core_mod.zone|csv
